index,label
output/FIST_0.jpg,FIST
output/FIST_1.jpg,FIST
output/FIST_2.jpg,FIST
output/FIST_3.jpg,FIST
output/FIST_4.jpg,FIST
output/FIST_5.jpg,FIST
output/FIST_6.jpg,FIST
output/FIST_7.jpg,FIST
output/FIST_8.jpg,FIST
output/FIST_9.jpg,FIST
output/FIST_10.jpg,FIST
output/FIST_11.jpg,FIST
output/FIST_12.jpg,FIST
output/FIST_13.jpg,FIST
output/FIST_14.jpg,FIST
output/FIST_15.jpg,FIST
output/FIST_16.jpg,FIST
output/FIST_17.jpg,FIST
output/FIST_18.jpg,FIST
output/FIST_19.jpg,FIST
output/LEFT_0.jpg,LEFT
output/LEFT_1.jpg,LEFT
output/LEFT_2.jpg,LEFT
output/LEFT_3.jpg,LEFT
output/LEFT_4.jpg,LEFT
output/LEFT_5.jpg,LEFT
output/LEFT_6.jpg,LEFT
output/LEFT_7.jpg,LEFT
output/LEFT_8.jpg,LEFT
output/LEFT_9.jpg,LEFT
output/LEFT_10.jpg,LEFT
output/LEFT_11.jpg,LEFT
output/LEFT_12.jpg,LEFT
output/LEFT_13.jpg,LEFT
output/LEFT_14.jpg,LEFT
output/LEFT_15.jpg,LEFT
output/LEFT_16.jpg,LEFT
output/LEFT_17.jpg,LEFT
output/LEFT_18.jpg,LEFT
output/LEFT_19.jpg,LEFT
output/PALM_0.jpg,PALM
output/PALM_1.jpg,PALM
output/PALM_2.jpg,PALM
output/PALM_3.jpg,PALM
output/PALM_4.jpg,PALM
output/PALM_5.jpg,PALM
output/PALM_6.jpg,PALM
output/PALM_7.jpg,PALM
output/PALM_8.jpg,PALM
output/PALM_9.jpg,PALM
output/PALM_10.jpg,PALM
output/PALM_11.jpg,PALM
output/PALM_12.jpg,PALM
output/PALM_13.jpg,PALM
output/PALM_14.jpg,PALM
output/PALM_15.jpg,PALM
output/PALM_16.jpg,PALM
output/PALM_17.jpg,PALM
output/PALM_18.jpg,PALM
output/PALM_19.jpg,PALM
output/RIGHT_0.jpg,RIGHT
output/RIGHT_1.jpg,RIGHT
output/RIGHT_2.jpg,RIGHT
output/RIGHT_3.jpg,RIGHT
output/RIGHT_4.jpg,RIGHT
output/RIGHT_5.jpg,RIGHT
output/RIGHT_6.jpg,RIGHT
output/RIGHT_7.jpg,RIGHT
output/RIGHT_8.jpg,RIGHT
output/RIGHT_9.jpg,RIGHT
output/RIGHT_10.jpg,RIGHT
output/RIGHT_11.jpg,RIGHT
output/RIGHT_12.jpg,RIGHT
output/RIGHT_13.jpg,RIGHT
output/RIGHT_14.jpg,RIGHT
output/RIGHT_15.jpg,RIGHT
output/RIGHT_16.jpg,RIGHT
output/RIGHT_17.jpg,RIGHT
output/RIGHT_18.jpg,RIGHT
output/RIGHT_19.jpg,RIGHT
output/FINGER_0.jpg,FINGER
output/FINGER_1.jpg,FINGER
output/FINGER_2.jpg,FINGER
output/FINGER_3.jpg,FINGER
output/FINGER_4.jpg,FINGER
output/FINGER_5.jpg,FINGER
output/FINGER_6.jpg,FINGER
output/FINGER_7.jpg,FINGER
output/FINGER_8.jpg,FINGER
output/FINGER_9.jpg,FINGER
output/FINGER_10.jpg,FINGER
output/FINGER_11.jpg,FINGER
output/FINGER_12.jpg,FINGER
output/FINGER_13.jpg,FINGER
output/FINGER_14.jpg,FINGER
output/FINGER_15.jpg,FINGER
output/FINGER_16.jpg,FINGER
output/FINGER_17.jpg,FINGER
output/FINGER_18.jpg,FINGER
output/FINGER_19.jpg,FINGER
output/FIST_20.jpg,FIST
output/FIST_21.jpg,FIST
output/FIST_22.jpg,FIST
output/FIST_23.jpg,FIST
output/FIST_24.jpg,FIST
output/FIST_25.jpg,FIST
output/FIST_26.jpg,FIST
output/FIST_27.jpg,FIST
output/FIST_28.jpg,FIST
output/FIST_29.jpg,FIST
output/FIST_30.jpg,FIST
output/FIST_31.jpg,FIST
output/FIST_32.jpg,FIST
output/FIST_33.jpg,FIST
output/FIST_34.jpg,FIST
output/FIST_35.jpg,FIST
output/FIST_36.jpg,FIST
output/FIST_37.jpg,FIST
output/FIST_38.jpg,FIST
output/FIST_39.jpg,FIST
output/LEFT_20.jpg,LEFT
output/LEFT_21.jpg,LEFT
output/LEFT_22.jpg,LEFT
output/LEFT_23.jpg,LEFT
output/LEFT_24.jpg,LEFT
output/LEFT_25.jpg,LEFT
output/LEFT_26.jpg,LEFT
output/LEFT_27.jpg,LEFT
output/LEFT_28.jpg,LEFT
output/LEFT_29.jpg,LEFT
output/LEFT_30.jpg,LEFT
output/LEFT_31.jpg,LEFT
output/LEFT_32.jpg,LEFT
output/LEFT_33.jpg,LEFT
output/LEFT_34.jpg,LEFT
output/LEFT_35.jpg,LEFT
output/LEFT_36.jpg,LEFT
output/LEFT_37.jpg,LEFT
output/LEFT_38.jpg,LEFT
output/LEFT_39.jpg,LEFT
output/PALM_20.jpg,PALM
output/PALM_21.jpg,PALM
output/PALM_22.jpg,PALM
output/PALM_23.jpg,PALM
output/PALM_24.jpg,PALM
output/PALM_25.jpg,PALM
output/PALM_26.jpg,PALM
output/PALM_27.jpg,PALM
output/PALM_28.jpg,PALM
output/PALM_29.jpg,PALM
output/PALM_30.jpg,PALM
output/PALM_31.jpg,PALM
output/PALM_32.jpg,PALM
output/PALM_33.jpg,PALM
output/PALM_34.jpg,PALM
output/PALM_35.jpg,PALM
output/PALM_36.jpg,PALM
output/PALM_37.jpg,PALM
output/PALM_38.jpg,PALM
output/PALM_39.jpg,PALM
output/RIGHT_20.jpg,RIGHT
output/RIGHT_21.jpg,RIGHT
output/RIGHT_22.jpg,RIGHT
output/RIGHT_23.jpg,RIGHT
output/RIGHT_24.jpg,RIGHT
output/RIGHT_25.jpg,RIGHT
output/RIGHT_26.jpg,RIGHT
output/RIGHT_27.jpg,RIGHT
output/RIGHT_28.jpg,RIGHT
output/RIGHT_29.jpg,RIGHT
output/RIGHT_30.jpg,RIGHT
output/RIGHT_31.jpg,RIGHT
output/RIGHT_32.jpg,RIGHT
output/RIGHT_33.jpg,RIGHT
output/RIGHT_34.jpg,RIGHT
output/RIGHT_35.jpg,RIGHT
output/RIGHT_36.jpg,RIGHT
output/RIGHT_37.jpg,RIGHT
output/RIGHT_38.jpg,RIGHT
output/RIGHT_39.jpg,RIGHT
output/FINGER_20.jpg,FINGER
output/FINGER_21.jpg,FINGER
output/FINGER_22.jpg,FINGER
output/FINGER_23.jpg,FINGER
output/FINGER_24.jpg,FINGER
output/FINGER_25.jpg,FINGER
output/FINGER_26.jpg,FINGER
output/FINGER_27.jpg,FINGER
output/FINGER_28.jpg,FINGER
output/FINGER_29.jpg,FINGER
output/FINGER_30.jpg,FINGER
output/FINGER_31.jpg,FINGER
output/FINGER_32.jpg,FINGER
output/FINGER_33.jpg,FINGER
output/FINGER_34.jpg,FINGER
output/FINGER_35.jpg,FINGER
output/FINGER_36.jpg,FINGER
output/FINGER_37.jpg,FINGER
output/FINGER_38.jpg,FINGER
output/FINGER_39.jpg,FINGER
output/FIST_40.jpg,FIST
output/FIST_41.jpg,FIST
output/FIST_42.jpg,FIST
output/FIST_43.jpg,FIST
output/FIST_44.jpg,FIST
output/FIST_45.jpg,FIST
output/FIST_46.jpg,FIST
output/FIST_47.jpg,FIST
output/FIST_48.jpg,FIST
output/FIST_49.jpg,FIST
output/FIST_50.jpg,FIST
output/FIST_51.jpg,FIST
output/FIST_52.jpg,FIST
output/FIST_53.jpg,FIST
output/FIST_54.jpg,FIST
output/FIST_55.jpg,FIST
output/FIST_56.jpg,FIST
output/FIST_57.jpg,FIST
output/FIST_58.jpg,FIST
output/FIST_59.jpg,FIST
output/LEFT_40.jpg,LEFT
output/LEFT_41.jpg,LEFT
output/LEFT_42.jpg,LEFT
output/LEFT_43.jpg,LEFT
output/LEFT_44.jpg,LEFT
